TimeStamp (ms); Total Power (W); CPU (W); Monitor (W); Disk (W); Base (W); Application (W)
63476280916092;32,3;0,7;--;0,0;31,6;--
63476280917106;34,3;2,7;--;0,0;31,6;--
63476280918120;31,6;0,0;--;0,0;31,6;--
63476280919134;32,9;1,4;--;0,0;31,6;--
63476280920148;31,6;0,0;--;0,0;31,6;--
63476280921162;32,9;1,4;--;0,0;31,6;--
63476280922176;33,3;1,8;--;0,0;31,6;--
63476280923190;31,6;0,0;--;0,0;31,6;--
63476280924204;35,5;3,9;--;0,0;31,6;--
63476280925218;31,6;0,0;--;0,0;31,6;--
63476280926232;35,7;4,2;--;0,0;31,6;--
63476280927246;31,6;0,0;--;0,0;31,6;--
63476280928260;34,2;2,7;--;0,0;31,6;--
63476280929274;31,6;0,0;--;0,0;31,6;--
63476280930288;32,7;1,2;--;0,0;31,6;--
63476280931302;31,6;0,0;--;0,0;31,6;--
63476280932316;33,5;1,9;--;0,0;31,6;--
63476280933330;31,6;0,0;--;0,0;31,6;--
63476280934344;33,0;1,4;--;0,0;31,6;--
63476280935358;31,6;0,0;--;0,0;31,6;--
63476280936372;32,1;0,6;--;0,0;31,6;--
63476280937386;31,6;0,0;--;0,0;31,6;--
63476280938400;32,7;1,1;--;0,0;31,6;--
63476280939414;32,2;0,7;--;0,0;31,6;--
63476280940428;32,9;1,4;--;0,0;31,6;--
63476280941442;31,6;0,0;--;0,0;31,6;--
63476280942456;32,0;0,5;--;0,0;31,6;--
63476280943470;31,6;0,0;--;0,0;31,6;--
63476280944484;31,6;0,0;--;0,0;31,6;--
63476280945498;35,6;4,1;--;0,0;31,6;--
63476280946512;32,5;0,9;--;0,0;31,6;--
63476280947526;31,6;0,1;--;0,0;31,6;--
63476280948540;32,2;0,7;--;0,0;31,6;--
63476280949554;31,9;0,3;--;0,0;31,6;--
63476280950568;31,6;0,0;--;0,0;31,6;--
63476280951582;31,6;0,0;--;0,0;31,6;--
63476280952596;32,2;0,6;--;0,0;31,6;--
63476280953610;32,0;0,4;--;0,0;31,6;--
63476280954624;31,8;0,3;--;0,0;31,6;--
63476280955638;32,0;0,5;--;0,0;31,6;--
63476280956652;31,9;0,3;--;0,0;31,6;--
63476280957666;31,9;0,3;--;0,0;31,6;--
63476280958680;32,1;0,6;--;0,0;31,6;--
63476280959694;32,0;0,4;--;0,0;31,6;--
63476280960708;32,0;0,4;--;0,0;31,6;--
63476280961722;32,2;0,7;--;0,0;31,6;--
63476280962736;31,6;0,0;--;0,0;31,6;--
63476280963750;32,1;0,6;--;0,0;31,6;--
63476280964764;31,6;0,0;--;0,0;31,6;--
63476280965778;31,6;0,0;--;0,0;31,6;--
63476280966792;32,0;0,5;--;0,0;31,6;--
63476280967806;33,1;1,5;--;0,0;31,6;--
63476280968820;31,6;0,0;--;0,0;31,6;--
63476280969834;32,9;1,3;--;0,0;31,6;--
63476280970848;32,3;0,8;--;0,0;31,6;--
63476280971862;32,5;0,9;--;0,0;31,6;--
63476280972876;31,6;0,0;--;0,0;31,6;--
63476280973890;33,0;1,4;--;0,0;31,6;--
63476280974904;31,6;0,1;--;0,0;31,6;--
63476280975918;32,3;0,8;--;0,0;31,6;--
63476280976932;31,6;0,0;--;0,0;31,6;--
63476280977946;31,6;0,1;--;0,0;31,6;--
63476280978960;31,6;0,0;--;0,0;31,6;--
63476280979974;34,8;3,3;--;0,0;31,6;--
63476280980988;31,6;0,0;--;0,0;31,6;--
63476280982002;32,0;0,4;--;0,0;31,6;--
63476280983016;31,6;0,0;--;0,0;31,6;--
63476280984030;33,7;2,1;--;0,0;31,6;--
63476280985044;31,6;0,0;--;0,0;31,6;--
63476280986058;31,6;0,0;--;0,0;31,6;--
63476280987072;32,6;1,0;--;0,0;31,6;--
63476280988086;31,9;0,3;--;0,0;31,6;--
63476280989100;31,6;0,0;--;0,0;31,6;--
63476280990114;32,2;0,7;--;0,0;31,6;--
63476280991128;31,6;0,0;--;0,0;31,6;--
63476280992142;34,8;3,2;--;0,0;31,6;--
63476280993156;31,6;0,0;--;0,0;31,6;--
63476280994170;33,2;1,6;--;0,0;31,6;--
63476280995184;31,6;0,0;--;0,0;31,6;--
63476280996198;35,3;3,7;--;0,0;31,6;--
63476280997212;31,6;0,0;--;0,0;31,6;--
63476280998226;35,5;3,9;--;0,0;31,6;--
63476280999240;31,6;0,0;--;0,0;31,6;--
63476281000254;36,5;4,9;--;0,0;31,6;--
63476281001268;31,6;0,0;--;0,0;31,6;--
63476281002282;34,4;2,8;--;0,0;31,6;--
63476281003296;31,6;0,0;--;0,0;31,6;--
63476281004310;35,3;3,7;--;0,0;31,6;--
63476281005324;31,6;0,0;--;0,0;31,6;--
63476281006338;35,6;4,0;--;0,0;31,6;--
63476281007352;31,6;0,0;--;0,0;31,6;--
63476281008366;35,1;3,5;--;0,0;31,6;--
63476281009411;31,6;0,0;--;0,0;31,6;--
63476281010425;37,1;5,5;--;0,0;31,6;--
63476281011439;31,6;0,0;--;0,0;31,6;--
63476281012453;34,0;2,5;--;0,0;31,6;--
63476281013467;31,6;0,0;--;0,0;31,6;--
63476281014481;38,4;6,9;--;0,0;31,6;--
63476281015495;31,6;0,0;--;0,0;31,6;--
63476281016509;37,1;5,6;--;0,0;31,6;--
63476281017523;31,6;0,0;--;0,0;31,6;--
63476281018537;37,3;5,7;--;0,0;31,6;--
63476281019551;31,6;0,0;--;0,0;31,6;--
63476281020565;35,7;4,2;--;0,0;31,6;--
63476281021579;31,6;0,0;--;0,0;31,6;--
63476281022593;32,0;0,4;--;0,0;31,6;--
63476281023607;31,8;0,3;--;0,0;31,6;--
63476281024621;32,1;0,5;--;0,0;31,6;--
63476281025635;32,0;0,4;--;0,0;31,6;--
63476281026649;31,6;0,0;--;0,0;31,6;--
63476281027663;32,4;0,8;--;0,0;31,6;--
63476281028677;32,0;0,4;--;0,0;31,6;--
63476281029691;31,7;0,1;--;0,0;31,6;--
63476281030705;31,9;0,3;--;0,0;31,6;--
63476281031719;31,6;0,0;--;0,0;31,6;--
63476281032733;31,8;0,2;--;0,0;31,6;--
63476281033747;33,8;2,2;--;0,0;31,6;--
63476281034761;31,6;0,0;--;0,0;31,6;--
63476281035775;31,8;0,3;--;0,0;31,6;--
63476281036789;31,6;0,0;--;0,0;31,6;--
63476281037803;31,6;0,0;--;0,0;31,6;--
63476281038817;34,6;3,0;--;0,0;31,6;--
63476281039831;31,6;0,0;--;0,0;31,6;--
63476281040845;31,6;0,0;--;0,0;31,6;--
63476281041859;31,6;0,0;--;0,0;31,6;--
63476281042873;32,2;0,7;--;0,0;31,6;--
63476281043887;33,2;1,6;--;0,0;31,6;--
63476281044901;32,3;0,7;--;0,0;31,6;--
63476281045915;31,6;0,0;--;0,0;31,6;--
63476281046929;32,7;1,2;--;0,0;31,6;--
63476281047943;31,6;0,0;--;0,0;31,6;--
63476281048957;33,0;1,4;--;0,0;31,6;--
63476281049971;31,6;0,0;--;0,0;31,6;--
63476281050985;31,6;0,0;--;0,0;31,6;--
63476281051999;32,0;0,4;--;0,0;31,6;--
63476281053013;32,2;0,7;--;0,0;31,6;--
63476281054027;31,8;0,2;--;0,0;31,6;--
63476281055041;35,8;4,3;--;0,0;31,6;--
63476281056055;31,6;0,0;--;0,0;31,6;--
63476281057069;32,9;1,4;--;0,0;31,6;--
63476281058083;31,6;0,0;--;0,0;31,6;--
63476281059097;33,8;2,2;--;0,0;31,6;--
63476281060111;31,6;0,0;--;0,0;31,6;--
63476281061125;34,2;2,7;--;0,0;31,6;--
63476281062139;31,6;0,0;--;0,0;31,6;--
63476281063153;32,0;0,5;--;0,0;31,6;--
63476281064167;31,6;0,0;--;0,0;31,6;--
63476281065181;31,6;0,0;--;0,0;31,6;--
63476281066195;34,0;2,5;--;0,0;31,6;--
63476281067209;31,6;0,0;--;0,0;31,6;--
63476281068223;32,1;0,5;--;0,0;31,6;--
63476281069237;31,7;0,1;--;0,0;31,6;--
63476281070251;36,8;5,2;--;0,0;31,6;--
63476281071265;31,6;0,0;--;0,0;31,6;--
63476281072279;33,8;2,3;--;0,0;31,6;--
63476281073293;31,6;0,0;--;0,0;31,6;--
63476281074307;34,6;3,0;--;0,0;31,6;--
63476281075321;31,6;0,0;--;0,0;31,6;--
63476281076335;33,3;1,8;--;0,0;31,6;--
63476281077349;31,6;0,0;--;0,0;31,6;--
63476281078363;33,7;2,1;--;0,0;31,6;--
63476281079377;31,6;0,0;--;0,0;31,6;--
63476281080391;33,2;1,6;--;0,0;31,6;--
63476281081405;31,6;0,0;--;0,0;31,6;--
63476281082419;33,1;1,6;--;0,0;31,6;--
63476281083433;31,6;0,0;--;0,0;31,6;--
63476281084447;33,9;2,4;--;0,0;31,6;--
63476281085461;31,6;0,0;--;0,0;31,6;--
63476281086475;31,6;0,0;--;0,0;31,6;--
63476281087489;31,6;0,0;--;0,0;31,6;--
63476281088503;38,3;6,7;--;0,0;31,6;--
63476281089517;32,0;0,4;--;0,0;31,6;--
63476281090531;31,6;0,0;--;0,0;31,6;--
63476281091545;37,1;5,6;--;0,0;31,6;--
63476281092559;31,6;0,0;--;0,0;31,6;--
63476281093573;31,6;0,0;--;0,0;31,6;--
63476281094587;31,9;0,3;--;0,0;31,6;--
63476281095601;32,0;0,4;--;0,0;31,6;--
63476281096615;31,8;0,2;--;0,0;31,6;--
63476281097629;32,3;0,7;--;0,0;31,6;--
63476281098643;32,0;0,4;--;0,0;31,6;--
63476281099657;31,9;0,3;--;0,0;31,6;--
63476281100671;32,2;0,6;--;0,0;31,6;--
63476281101685;31,8;0,3;--;0,0;31,6;--
63476281102699;32,1;0,6;--;0,0;31,6;--
63476281103713;32,0;0,4;--;0,0;31,6;--
63476281104727;31,6;0,0;--;0,0;31,6;--
63476281105741;31,6;0,0;--;0,0;31,6;--
63476281106755;31,7;0,1;--;0,0;31,6;--
63476281107769;33,5;1,9;--;0,0;31,6;--
63476281108783;32,1;0,6;--;0,0;31,6;--
63476281109797;31,6;0,0;--;0,0;31,6;--
63476281110811;31,6;0,0;--;0,0;31,6;--
63476281111825;31,6;0,0;--;0,0;31,6;--
63476281112839;31,6;0,1;--;0,0;31,6;--
63476281113853;35,2;3,7;--;0,0;31,6;--
63476281114867;31,6;0,0;--;0,0;31,6;--
63476281115881;31,6;0,0;--;0,0;31,6;--
63476281116895;31,6;0,0;--;0,0;31,6;--
63476281117909;31,9;0,3;--;0,0;31,6;--
63476281118923;35,1;3,5;--;0,0;31,6;--
63476281119937;32,0;0,5;--;0,0;31,6;--
63476281120951;31,6;0,0;--;0,0;31,6;--
63476281121965;31,6;0,0;--;0,0;31,6;--
63476281122979;31,6;0,0;--;0,0;31,6;--
63476281123993;34,9;3,3;--;0,0;31,6;--
63476281125007;31,6;0,0;--;0,0;31,6;--
63476281126021;32,5;0,9;--;0,0;31,6;--
63476281127035;31,6;0,0;--;0,0;31,6;--
63476281128049;32,5;1,0;--;0,0;31,6;--
63476281129063;33,1;1,6;--;0,0;31,6;--
63476281130077;34,2;2,6;--;0,0;31,6;--
63476281131091;31,6;0,0;--;0,0;31,6;--
63476281132105;34,0;2,4;--;0,0;31,6;--
63476281133119;31,6;0,0;--;0,0;31,6;--
63476281134133;34,0;2,4;--;0,0;31,6;--
63476281135147;31,6;0,0;--;0,0;31,6;--
63476281136161;34,9;3,3;--;0,0;31,6;--
63476281137175;31,6;0,0;--;0,0;31,6;--
63476281138189;37,3;5,8;--;0,0;31,6;--
63476281139203;31,6;0,0;--;0,0;31,6;--
63476281140217;37,8;6,3;--;0,0;31,6;--
63476281141231;31,6;0,0;--;0,0;31,6;--
63476281142245;35,9;4,4;--;0,0;31,6;--
63476281143259;31,6;0,0;--;0,0;31,6;--
63476281144273;31,6;0,0;--;0,0;31,6;--
63476281145287;33,4;1,8;--;0,0;31,6;--
63476281146301;31,6;0,0;--;0,0;31,6;--
63476281147315;32,3;0,7;--;0,0;31,6;--
63476281148329;31,6;0,0;--;0,0;31,6;--
63476281149343;33,4;1,8;--;0,0;31,6;--
63476281150357;31,6;0,0;--;0,0;31,6;--
63476281151371;32,2;0,7;--;0,0;31,6;--
63476281152385;31,6;0,0;--;0,0;31,6;--
63476281153399;33,5;1,9;--;0,0;31,6;--
63476281154413;31,6;0,0;--;0,0;31,6;--
63476281155427;32,8;1,2;--;0,0;31,6;--
63476281156441;31,6;0,0;--;0,0;31,6;--
63476281157455;31,6;0,0;--;0,0;31,6;--
63476281158469;32,1;0,6;--;0,0;31,6;--
63476281159483;34,3;2,7;--;0,0;31,6;--
63476281160497;31,6;0,0;--;0,0;31,6;--
63476281161511;32,6;1,0;--;0,0;31,6;--
63476281162525;31,6;0,1;--;0,0;31,6;--
63476281163539;33,5;1,9;--;0,0;31,6;--
63476281164553;31,6;0,0;--;0,0;31,6;--
63476281165567;31,9;0,3;--;0,0;31,6;--
63476281166581;31,6;0,0;--;0,0;31,6;--
63476281167595;31,8;0,2;--;0,0;31,6;--
63476281168609;32,1;0,5;--;0,0;31,6;--
63476281169623;31,9;0,3;--;0,0;31,6;--
63476281170637;32,0;0,5;--;0,0;31,6;--
63476281171651;32,2;0,6;--;0,0;31,6;--
63476281172665;31,6;0,0;--;0,0;31,6;--
63476281173679;32,0;0,4;--;0,0;31,6;--
63476281174693;32,3;0,8;--;0,0;31,6;--
63476281175707;31,6;0,0;--;0,0;31,6;--
63476281176721;32,5;0,9;--;0,0;31,6;--
63476281177735;31,6;0,1;--;0,0;31,6;--
63476281178749;32,0;0,4;--;0,0;31,6;--
63476281179763;31,6;0,0;--;0,0;31,6;--
63476281180777;32,9;1,4;--;0,0;31,6;--
63476281181791;32,1;0,5;--;0,0;31,6;--
63476281182805;32,2;0,7;--;0,0;31,6;--
63476281183819;31,6;0,0;--;0,0;31,6;--
63476281184833;31,6;0,0;--;0,0;31,6;--
63476281185847;33,6;2,0;--;0,0;31,6;--
63476281186861;31,6;0,0;--;0,0;31,6;--
63476281187876;32,2;0,7;--;0,0;31,6;--
63476281188890;32,1;0,6;--;0,0;31,6;--
63476281189904;31,6;0,0;--;0,0;31,6;--
63476281190918;33,3;1,8;--;0,0;31,6;--
63476281191932;31,6;0,0;--;0,0;31,6;--
63476281192946;31,9;0,3;--;0,0;31,6;--
63476281193960;35,2;3,6;--;0,0;31,6;--
63476281194974;31,6;0,0;--;0,0;31,6;--
63476281195988;32,1;0,5;--;0,0;31,6;--
63476281197002;31,6;0,0;--;0,0;31,6;--
63476281198016;31,6;0,0;--;0,0;31,6;--
63476281199030;35,4;3,9;--;0,0;31,6;--
63476281200044;31,6;0,0;--;0,0;31,6;--
63476281201058;35,7;4,2;--;0,0;31,6;--
63476281202072;31,6;0,0;--;0,0;31,6;--
63476281203086;31,6;0,0;--;0,0;31,6;--
63476281204100;34,2;2,7;--;0,0;31,6;--
63476281205114;32,9;1,4;--;0,0;31,6;--
63476281206128;31,6;0,0;--;0,0;31,6;--
63476281207142;31,6;0,1;--;0,0;31,6;--
63476281208156;31,6;0,0;--;0,0;31,6;--
63476281209170;36,1;4,6;--;0,0;31,6;--
63476281210184;31,6;0,0;--;0,0;31,6;--
63476281211198;31,6;0,0;--;0,0;31,6;--
63476281212212;34,8;3,2;--;0,0;31,6;--
63476281213226;31,6;0,0;--;0,0;31,6;--
63476281214240;35,7;4,1;--;0,0;31,6;--
63476281215254;31,6;0,0;--;0,0;31,6;--
63476281216268;36,5;4,9;--;0,0;31,6;--
63476281217282;31,6;0,0;--;0,0;31,6;--
63476281218296;34,4;2,9;--;0,0;31,6;--
63476281219310;31,6;0,0;--;0,0;31,6;--
63476281220324;34,4;2,9;--;0,0;31,6;--
63476281221338;31,6;0,0;--;0,0;31,6;--
63476281222352;35,0;3,4;--;0,0;31,6;--
63476281223366;31,6;0,0;--;0,0;31,6;--
63476281224380;33,5;2,0;--;0,0;31,6;--
63476281225394;31,6;0,0;--;0,0;31,6;--
63476281226408;31,6;0,0;--;0,0;31,6;--
63476281227422;33,1;1,6;--;0,0;31,6;--
63476281228436;32,0;0,5;--;0,0;31,6;--
63476281229450;31,6;0,0;--;0,0;31,6;--
63476281230464;31,6;0,0;--;0,0;31,6;--
63476281231478;35,2;3,7;--;0,0;31,6;--
63476281232492;31,6;0,0;--;0,0;31,6;--
63476281233506;33,1;1,6;--;0,0;31,6;--
63476281234520;31,6;0,0;--;0,0;31,6;--
63476281235534;33,9;2,4;--;0,0;31,6;--
63476281236548;31,6;0,0;--;0,0;31,6;--
63476281237562;33,5;1,9;--;0,0;31,6;--
63476281238576;31,6;0,0;--;0,0;31,6;--
63476281239590;32,0;0,4;--;0,0;31,6;--
63476281240604;31,8;0,3;--;0,0;31,6;--
63476281241618;33,8;2,2;--;0,0;31,6;--
63476281242632;34,6;3,0;--;0,0;31,6;--
63476281243692;32,0;0,4;--;0,0;31,6;--
63476281244706;32,5;0,9;--;0,0;31,6;--
63476281245720;31,8;0,2;--;0,0;31,6;--
63476281246734;32,1;0,5;--;0,0;31,6;--
63476281247748;31,9;0,3;--;0,0;31,6;--
63476281248762;31,8;0,2;--;0,0;31,6;--
63476281249776;31,7;0,1;--;0,0;31,6;--
63476281250790;32,1;0,5;--;0,0;31,6;--
63476281251804;31,8;0,2;--;0,0;31,6;--
63476281252818;31,7;0,1;--;0,0;31,6;--
63476281253832;32,3;0,7;--;0,0;31,6;--
63476281254846;31,6;0,0;--;0,0;31,6;--
63476281255860;35,3;3,7;--;0,0;31,6;--
63476281256874;31,6;0,0;--;0,0;31,6;--
63476281257888;32,2;0,7;--;0,0;31,6;--
63476281258902;31,6;0,0;--;0,0;31,6;--
63476281259916;32,9;1,4;--;0,0;31,6;--
63476281260930;31,6;0,0;--;0,0;31,6;--
63476281261944;31,6;0,0;--;0,0;31,6;--
63476281262958;31,6;0,0;--;0,0;31,6;--
63476281263972;33,3;1,7;--;0,0;31,6;--
63476281264986;31,6;0,0;--;0,0;31,6;--
63476281266000;34,7;3,1;--;0,0;31,6;--
63476281267014;32,9;1,3;--;0,0;31,6;--
63476281268028;32,1;0,5;--;0,0;31,6;--
63476281269042;31,6;0,0;--;0,0;31,6;--
63476281270056;35,7;4,2;--;0,0;31,6;--
63476281271070;31,6;0,0;--;0,0;31,6;--
63476281272084;32,0;0,4;--;0,0;31,6;--
63476281273098;31,6;0,0;--;0,0;31,6;--
63476281274112;36,7;5,2;--;0,0;31,6;--
63476281275126;31,6;0,0;--;0,0;31,6;--
63476281276140;36,5;5,0;--;0,0;31,6;--
63476281277154;31,6;0,0;--;0,0;31,6;--
63476281278168;32,4;0,8;--;0,0;31,6;--
63476281279182;31,6;0,0;--;0,0;31,6;--
63476281280196;38,4;6,9;--;0,0;31,6;--
63476281281210;31,6;0,0;--;0,0;31,6;--
63476281282224;33,2;1,6;--;0,0;31,6;--
63476281283238;31,6;0,0;--;0,0;31,6;--
63476281284252;37,2;5,6;--;0,0;31,6;--
63476281285266;31,6;0,0;--;0,0;31,6;--
63476281286280;36,7;5,2;--;0,0;31,6;--
63476281287294;31,6;0,0;--;0,0;31,6;--
63476281288308;33,2;1,6;--;0,0;31,6;--
63476281289322;31,6;0,0;--;0,0;31,6;--
63476281290336;35,9;4,4;--;0,0;31,6;--
63476281291350;31,6;0,0;--;0,0;31,6;--
63476281292364;32,6;1,0;--;0,0;31,6;--
63476281293378;31,6;0,0;--;0,0;31,6;--
63476281294392;35,7;4,1;--;0,0;31,6;--
63476281295406;31,6;0,0;--;0,0;31,6;--
63476281296420;34,4;2,9;--;0,0;31,6;--
63476281297434;31,6;0,0;--;0,0;31,6;--
63476281298448;34,1;2,6;--;0,0;31,6;--
63476281299462;31,6;0,0;--;0,0;31,6;--
63476281300476;31,6;0,0;--;0,0;31,6;--
63476281301490;33,5;2,0;--;0,0;31,6;--
63476281302505;34,6;3,1;--;0,0;31,6;--
63476281303519;31,6;0,0;--;0,0;31,6;--
63476281304533;32,5;0,9;--;0,0;31,6;--
63476281305547;31,6;0,0;--;0,0;31,6;--
63476281306561;35,5;3,9;--;0,0;31,6;--
63476281307575;31,6;0,0;--;0,0;31,6;--
63476281308589;32,1;0,6;--;0,0;31,6;--
63476281309603;31,7;0,1;--;0,0;31,6;--
63476281310617;31,8;0,3;--;0,0;31,6;--
63476281311631;32,1;0,5;--;0,0;31,6;--
63476281312645;31,9;0,3;--;0,0;31,6;--
63476281313659;31,8;0,2;--;0,0;31,6;--
63476281314673;32,1;0,5;--;0,0;31,6;--
63476281315687;31,8;0,2;--;0,0;31,6;--
63476281316701;31,9;0,3;--;0,0;31,6;--
63476281317715;31,9;0,3;--;0,0;31,6;--
63476281318729;32,1;0,5;--;0,0;31,6;--
63476281319743;31,6;0,0;--;0,0;31,6;--
63476281320757;32,3;0,8;--;0,0;31,6;--
63476281321771;31,6;0,0;--;0,0;31,6;--
63476281322785;32,4;0,8;--;0,0;31,6;--
63476281323799;31,6;0,1;--;0,0;31,6;--
63476281324813;32,3;0,7;--;0,0;31,6;--
63476281325827;31,6;0,0;--;0,0;31,6;--
63476281326841;35,0;3,5;--;0,0;31,6;--
63476281327855;31,6;0,0;--;0,0;31,6;--
63476281328869;35,7;4,2;--;0,0;31,6;--
63476281329883;31,6;0,0;--;0,0;31,6;--
63476281330897;33,6;2,0;--;0,0;31,6;--
63476281331911;31,6;0,0;--;0,0;31,6;--
63476281332925;32,4;0,8;--;0,0;31,6;--
63476281333939;31,6;0,0;--;0,0;31,6;--
63476281334953;31,6;0,0;--;0,0;31,6;--
63476281335967;35,2;3,6;--;0,0;31,6;--
63476281336981;31,8;0,2;--;0,0;31,6;--
63476281337995;31,8;0,2;--;0,0;31,6;--
63476281339009;32,9;1,4;--;0,0;31,6;--
63476281340023;32,3;0,8;--;0,0;31,6;--
63476281341037;31,6;0,0;--;0,0;31,6;--
63476281342051;31,8;0,3;--;0,0;31,6;--
63476281343065;32,9;1,4;--;0,0;31,6;--
63476281344079;31,6;0,0;--;0,0;31,6;--
63476281345093;31,6;0,0;--;0,0;31,6;--
63476281346107;33,7;2,2;--;0,0;31,6;--
63476281347121;32,9;1,3;--;0,0;31,6;--
63476281348135;31,6;0,0;--;0,0;31,6;--
63476281349149;31,6;0,0;--;0,0;31,6;--
63476281350163;31,6;0,0;--;0,0;31,6;--
63476281351177;31,6;0,0;--;0,0;31,6;--
63476281352191;32,0;0,4;--;0,0;31,6;--
63476281353205;31,6;0,0;--;0,0;31,6;--
63476281354219;37,4;5,9;--;0,0;31,6;--
63476281355233;31,6;0,0;--;0,0;31,6;--
63476281356247;33,0;1,4;--;0,0;31,6;--
63476281357261;31,6;0,0;--;0,0;31,6;--
63476281358275;31,6;0,1;--;0,0;31,6;--
63476281359289;31,8;0,3;--;0,0;31,6;--
63476281360303;33,0;1,4;--;0,0;31,6;--
63476281361317;31,6;0,0;--;0,0;31,6;--
63476281362331;32,2;0,6;--;0,0;31,6;--
63476281363345;31,9;0,3;--;0,0;31,6;--
63476281364359;34,6;3,0;--;0,0;31,6;--
63476281365373;31,6;0,0;--;0,0;31,6;--
63476281366387;33,6;2,0;--;0,0;31,6;--
63476281367401;31,6;0,0;--;0,0;31,6;--
63476281368415;31,6;0,0;--;0,0;31,6;--
63476281369429;32,0;0,4;--;0,0;31,6;--
63476281370443;32,5;1,0;--;0,0;31,6;--
63476281371457;31,6;0,0;--;0,0;31,6;--
63476281372471;32,0;0,5;--;0,0;31,6;--
63476281373485;32,2;0,7;--;0,0;31,6;--
63476281374499;31,6;0,0;--;0,0;31,6;--
63476281375513;34,1;2,6;--;0,0;31,6;--
63476281376527;32,2;0,7;--;0,0;31,6;--
63476281377541;31,6;0,0;--;0,0;31,6;--
63476281378555;31,6;0,0;--;0,0;31,6;--
63476281379569;31,6;0,0;--;0,0;31,6;--
63476281380583;31,6;0,0;--;0,0;31,6;--
63476281381597;32,1;0,5;--;0,0;31,6;--
63476281382611;32,0;0,4;--;0,0;31,6;--
63476281383625;31,8;0,2;--;0,0;31,6;--
63476281384639;32,1;0,5;--;0,0;31,6;--
63476281385653;31,9;0,3;--;0,0;31,6;--
63476281386667;31,8;0,2;--;0,0;31,6;--
63476281387681;32,0;0,4;--;0,0;31,6;--
63476281388695;31,9;0,3;--;0,0;31,6;--
63476281389709;31,8;0,3;--;0,0;31,6;--
63476281390723;32,1;0,6;--;0,0;31,6;--
63476281391737;31,9;0,3;--;0,0;31,6;--
63476281392751;31,7;0,1;--;0,0;31,6;--
63476281393765;32,2;0,6;--;0,0;31,6;--
63476281394779;31,8;0,3;--;0,0;31,6;--
63476281395793;31,8;0,3;--;0,0;31,6;--
63476281396807;31,8;0,2;--;0,0;31,6;--
63476281397821;31,6;0,0;--;0,0;31,6;--
63476281398835;33,7;2,1;--;0,0;31,6;--
63476281399849;31,6;0,0;--;0,0;31,6;--
63476281400863;33,7;2,2;--;0,0;31,6;--
63476281401877;31,6;0,0;--;0,0;31,6;--
63476281402891;35,0;3,5;--;0,0;31,6;--
63476281403905;31,6;0,0;--;0,0;31,6;--
63476281404919;33,8;2,2;--;0,0;31,6;--
63476281405933;31,6;0,0;--;0,0;31,6;--
63476281406947;33,3;1,8;--;0,0;31,6;--
63476281407961;31,6;0,0;--;0,0;31,6;--
63476281408975;35,0;3,4;--;0,0;31,6;--
63476281409989;31,6;0,0;--;0,0;31,6;--
63476281411003;35,9;4,3;--;0,0;31,6;--
63476281412017;31,6;0,0;--;0,0;31,6;--
63476281413031;33,7;2,2;--;0,0;31,6;--
63476281414045;31,6;0,0;--;0,0;31,6;--
63476281415059;31,6;0,0;--;0,0;31,6;--
63476281416073;32,3;0,8;--;0,0;31,6;--
63476281417087;34,6;3,1;--;0,0;31,6;--
63476281418101;31,6;0,0;--;0,0;31,6;--
63476281419115;34,6;3,0;--;0,0;31,6;--
63476281420129;31,6;0,0;--;0,0;31,6;--
63476281421143;36,3;4,7;--;0,0;31,6;--
63476281422157;31,6;0,0;--;0,0;31,6;--
63476281423171;34,0;2,4;--;0,0;31,6;--
63476281424185;31,6;0,0;--;0,0;31,6;--
63476281425199;31,6;0,0;--;0,0;31,6;--
63476281426213;34,0;2,5;--;0,0;31,6;--
63476281427227;31,6;0,0;--;0,0;31,6;--
63476281428241;33,8;2,3;--;0,0;31,6;--
63476281429255;31,6;0,0;--;0,0;31,6;--
63476281430269;34,0;2,4;--;0,0;31,6;--
63476281431283;31,6;0,0;--;0,0;31,6;--
63476281432297;31,6;0,0;--;0,0;31,6;--
63476281433311;31,8;0,3;--;0,0;31,6;--
63476281434325;35,2;3,7;--;0,0;31,6;--
63476281435339;31,6;0,0;--;0,0;31,6;--
63476281436353;33,7;2,2;--;0,0;31,6;--
63476281437367;31,6;0,0;--;0,0;31,6;--
63476281438381;31,6;0,0;--;0,0;31,6;--
63476281439395;33,8;2,3;--;0,0;31,6;--
63476281440409;32,9;1,3;--;0,0;31,6;--
63476281441423;31,6;0,0;--;0,0;31,6;--
63476281442437;31,6;0,0;--;0,0;31,6;--
63476281443451;31,6;0,0;--;0,0;31,6;--
63476281444465;34,4;2,9;--;0,0;31,6;--
63476281445479;31,6;0,0;--;0,0;31,6;--
63476281446493;32,0;0,4;--;0,0;31,6;--
63476281447507;31,6;0,0;--;0,0;31,6;--
63476281448521;31,6;0,0;--;0,0;31,6;--
63476281449535;32,9;1,3;--;0,0;31,6;--
63476281450549;31,6;0,0;--;0,0;31,6;--
63476281451563;33,7;2,2;--;0,0;31,6;--
63476281452577;31,6;0,0;--;0,0;31,6;--
63476281453591;31,9;0,3;--;0,0;31,6;--
63476281454605;32,1;0,6;--;0,0;31,6;--
63476281455619;31,9;0,3;--;0,0;31,6;--
63476281456633;31,6;0,0;--;0,0;31,6;--
63476281457647;32,0;0,5;--;0,0;31,6;--
63476281458661;32,0;0,4;--;0,0;31,6;--
